case_no,checking_status,credit_history,purpose,credit_amount,saving_status,employment,personal_status,age,existing_credits,job,num_dependents,class
889,'no checking','critical/other existing credit','new car','6000<=X<8000','<100','>=7','male single','26<=X<36',2,'high qualif/self emp/mgmt',1,good
890,'no checking','all paid','used car','6000<=X<8000','no known savings','<1','male single','36<=X<46',2,skilled,2,good
891,'<0','critical/other existing credit',business,'2000<=X<4000','<100','>=7','male single','36<=X<46',4,'high qualif/self emp/mgmt',2,good
892,'no checking','critical/other existing credit',radio/tv,'0<=X<2000','<100','>=7','male single','46<=X<56',2,skilled,1,good
893,'<0','critical/other existing credit','new car','2000<=X<4000','<100','1<=X<4','male single','36<=X<46',2,'unskilled resident',1,good
894,'0<=X<200','critical/other existing credit','used car','4000<=X<6000','<100','1<=X<4','male single','26<=X<36',2,skilled,1,good
895,'no checking','critical/other existing credit',radio/tv,'0<=X<2000','no known savings','1<=X<4','male single','26<=X<36',2,skilled,1,good
896,'no checking','delayed previously','used car','8000<=X<10000','no known savings','4<=X<7','male single','26<=X<36',1,'high qualif/self emp/mgmt',2,good
897,'<0','existing paid',radio/tv,'2000<=X<4000','<100','<1','female div/dep/mar','26<=X<36',1,'high qualif/self emp/mgmt',1,good
898,'no checking','critical/other existing credit',furniture/equipment,'0<=X<2000','>=1000','4<=X<7','female div/dep/mar','26<=X<36',1,skilled,1,good
899,'no checking','existing paid',furniture/equipment,'2000<=X<4000','no known savings','4<=X<7','female div/dep/mar','26<=X<36',1,'unskilled resident',1,good
900,'<0','existing paid',furniture/equipment,'4000<=X<6000','<100','1<=X<4','male single','36<=X<46',1,skilled,1,bad
901,'<0','critical/other existing credit','new car','2000<=X<4000','<100','>=7','male single','36<=X<46',1,skilled,1,bad
902,'no checking','critical/other existing credit','new car','2000<=X<4000','no known savings','<1','male div/sep','36<=X<46',2,skilled,1,good
903,'no checking','critical/other existing credit','used car','10000<=X<12000','no known savings','>=7','male single','36<=X<46',2,skilled,1,good
904,'no checking','existing paid',radio/tv,'0<=X<2000','no known savings','1<=X<4','male mar/wid','36<=X<46',1,skilled,1,good
905,'no checking','existing paid',radio/tv,'0<=X<2000','<100','>=7','male single','36<=X<46',1,'high qualif/self emp/mgmt',1,good
906,'<0','existing paid',radio/tv,'0<=X<2000','<100','1<=X<4','male single','18<=X<26',1,'high qualif/self emp/mgmt',2,good
907,'<0','existing paid','new car','2000<=X<4000','no known savings','4<=X<7','male single','18<=X<26',1,'unskilled resident',1,good
908,'0<=X<200','existing paid',education,'2000<=X<4000','no known savings','1<=X<4','male mar/wid','26<=X<36',1,skilled,1,good
909,'no checking','delayed previously','used car','2000<=X<4000','<100','<1','female div/dep/mar','46<=X<56',2,'unskilled resident',1,good
910,'0<=X<200','existing paid','new car','2000<=X<4000','no known savings','1<=X<4','female div/dep/mar','26<=X<36',1,'unskilled resident',1,good
911,'no checking','delayed previously',radio/tv,'4000<=X<6000','<100','1<=X<4','female div/dep/mar','26<=X<36',2,skilled,1,good
912,'0<=X<200','critical/other existing credit',furniture/equipment,'4000<=X<6000','<100','<1','female div/dep/mar','18<=X<26',1,'unskilled resident',1,bad
913,'0<=X<200','existing paid',radio/tv,'2000<=X<4000','no known savings','>=7','female div/dep/mar','18<=X<26',1,skilled,1,good
914,'no checking','existing paid',business,'2000<=X<4000','>=1000','>=7','male div/sep','26<=X<36',1,skilled,1,good
915,'<0','all paid',business,'2000<=X<4000','<100','1<=X<4','male single','26<=X<36',1,skilled,1,bad
916,'0<=X<200','no credits/all paid',other,'18000<=X<20000','<100','1<=X<4','female div/dep/mar','26<=X<36',1,'high qualif/self emp/mgmt',1,bad
917,'no checking','existing paid','used car','2000<=X<4000','100<=X<500','1<=X<4','male single','26<=X<36',1,skilled,2,good
918,'<0','existing paid','new car','14000<=X<16000','<100','>=7','male single','66<=X<76',1,'high qualif/self emp/mgmt',1,bad
919,'<0','existing paid',furniture/equipment,'2000<=X<4000','100<=X<500',unemployed,'male div/sep','26<=X<36',1,skilled,1,bad
920,'<0','existing paid',furniture/equipment,'2000<=X<4000','<100','>=7','male single','36<=X<46',1,'high qualif/self emp/mgmt',1,bad
921,'no checking','critical/other existing credit',furniture/equipment,'0<=X<2000','<100','1<=X<4','female div/dep/mar','26<=X<36',2,skilled,1,good
922,'no checking','delayed previously',radio/tv,'12000<=X<14000','500<=X<1000','4<=X<7','male single','36<=X<46',1,'high qualif/self emp/mgmt',1,good
923,'<0','existing paid',radio/tv,'0<=X<2000','<100','<1','female div/dep/mar','18<=X<26',1,skilled,1,bad
924,'0<=X<200','existing paid','new car','2000<=X<4000','<100','4<=X<7','male single','26<=X<36',1,skilled,2,good
925,'<0','all paid',furniture/equipment,'6000<=X<8000','<100','<1','male div/sep','46<=X<56',1,skilled,1,bad
926,'<0','all paid','new car','0<=X<2000','<100','<1','male single','46<=X<56',2,skilled,1,bad
927,'<0','critical/other existing credit',furniture/equipment,'0<=X<2000','<100','<1','female div/dep/mar','18<=X<26',1,skilled,1,good
928,'<0','existing paid','used car','10000<=X<12000','<100','4<=X<7','male single','36<=X<46',3,skilled,2,bad
929,'no checking','existing paid',radio/tv,'0<=X<2000','no known savings','>=7','male single','56<=X<66',1,skilled,1,good
930,'<0','delayed previously','new car','0<=X<2000','<100','1<=X<4','male single','36<=X<46',2,'unskilled resident',2,good
931,'<0','existing paid',furniture/equipment,'0<=X<2000','<100','<1','male single','18<=X<26',1,'unskilled resident',1,good
932,'0<=X<200','existing paid',radio/tv,'0<=X<2000','<100','<1','female div/dep/mar','18<=X<26',1,skilled,1,bad
933,'no checking','critical/other existing credit','new car','0<=X<2000','<100','1<=X<4','male single','26<=X<36',2,skilled,1,good
934,'no checking','critical/other existing credit',radio/tv,'0<=X<2000','500<=X<1000','>=7','male single','36<=X<46',2,skilled,2,good
935,'<0','existing paid',radio/tv,'0<=X<2000','<100','1<=X<4','female div/dep/mar','18<=X<26',1,skilled,1,good
936,'0<=X<200','delayed previously',radio/tv,'0<=X<2000','100<=X<500','<1','male single','26<=X<36',2,'high qualif/self emp/mgmt',1,bad
937,'>=200','existing paid',radio/tv,'0<=X<2000','<100','1<=X<4','female div/dep/mar','26<=X<36',1,'unskilled resident',1,bad
938,'0<=X<200','existing paid',radio/tv,'2000<=X<4000','<100','<1','male mar/wid','26<=X<36',1,'high qualif/self emp/mgmt',1,good
939,'0<=X<200','existing paid',education,'6000<=X<8000','<100','1<=X<4','male single','36<=X<46',1,skilled,1,bad
940,'no checking','critical/other existing credit','used car','6000<=X<8000','no known savings','1<=X<4','male single','46<=X<56',2,'high qualif/self emp/mgmt',2,good
941,'no checking','existing paid','new car','2000<=X<4000','no known savings','<1','male single','36<=X<46',1,'high qualif/self emp/mgmt',2,good
942,'no checking','existing paid','new car','0<=X<2000','<100','1<=X<4','male single','26<=X<36',1,'unskilled resident',2,good
943,'no checking','existing paid',furniture/equipment,'0<=X<2000','no known savings','4<=X<7','male single','26<=X<36',1,skilled,1,good
944,'no checking','critical/other existing credit','new car','0<=X<2000','<100','4<=X<7','male single','36<=X<46',3,'unskilled resident',2,good
945,'<0','existing paid',furniture/equipment,'0<=X<2000','<100','<1','female div/dep/mar','46<=X<56',1,skilled,1,good
946,'0<=X<200','no credits/all paid','new car','8000<=X<10000','500<=X<1000','<1','female div/dep/mar','26<=X<36',2,skilled,1,good
947,'<0','all paid',furniture/equipment,'2000<=X<4000','500<=X<1000','<1','male single','26<=X<36',1,skilled,2,bad
948,'no checking','existing paid','new car','2000<=X<4000','no known savings',unemployed,'male single','36<=X<46',1,'high qualif/self emp/mgmt',1,good
949,'no checking','existing paid',furniture/equipment,'0<=X<2000','<100','<1','male mar/wid','36<=X<46',1,'unskilled resident',2,bad
950,'no checking','existing paid',radio/tv,'2000<=X<4000','100<=X<500','>=7','male single','26<=X<36',2,skilled,1,bad
951,'0<=X<200','critical/other existing credit',business,'2000<=X<4000','<100',unemployed,'male mar/wid','36<=X<46',3,'unemp/unskilled non res',2,good
952,'<0','delayed previously',business,'2000<=X<4000','<100','4<=X<7','male single','18<=X<26',2,skilled,1,bad
953,'0<=X<200','existing paid','used car','4000<=X<6000','500<=X<1000','<1','female div/dep/mar','26<=X<36',1,skilled,1,bad
954,'no checking','existing paid',furniture/equipment,'10000<=X<12000','<100',unemployed,'female div/dep/mar','26<=X<36',2,'high qualif/self emp/mgmt',1,bad
955,'<0','existing paid','new car','0<=X<2000','<100','1<=X<4','female div/dep/mar','26<=X<36',1,skilled,1,good
956,'<0','critical/other existing credit',radio/tv,'0<=X<2000','>=1000','>=7','female div/dep/mar','56<=X<66',2,'high qualif/self emp/mgmt',1,good
957,'>=200','critical/other existing credit',radio/tv,'2000<=X<4000','no known savings','>=7','male single','46<=X<56',2,'unskilled resident',1,good
958,'0<=X<200','critical/other existing credit',radio/tv,'0<=X<2000','<100','>=7','male single','36<=X<46',3,'unskilled resident',1,good
959,'<0','existing paid','new car','4000<=X<6000','<100','1<=X<4','male single','36<=X<46',1,'unskilled resident',1,bad
960,'0<=X<200','existing paid',furniture/equipment,'2000<=X<4000','100<=X<500','>=7','male single','26<=X<36',1,skilled,1,good
961,'no checking','critical/other existing credit',radio/tv,'0<=X<2000','<100','>=7','male mar/wid','26<=X<36',2,skilled,1,good
962,'0<=X<200','delayed previously','new car','2000<=X<4000','<100','1<=X<4','male div/sep','46<=X<56',2,skilled,1,good
963,'no checking','existing paid','new car','2000<=X<4000','no known savings','1<=X<4','male single','26<=X<36',1,skilled,1,good
964,'no checking','existing paid',radio/tv,'2000<=X<4000','500<=X<1000','>=7','male single','26<=X<36',2,skilled,1,bad
965,'0<=X<200','existing paid',repairs,'0<=X<2000','<100','<1','male mar/wid','18<=X<26',1,'unskilled resident',1,good
966,'0<=X<200','existing paid',radio/tv,'0<=X<2000','no known savings','1<=X<4','female div/dep/mar','26<=X<36',1,skilled,1,good
967,'0<=X<200','critical/other existing credit',radio/tv,'2000<=X<4000','500<=X<1000','1<=X<4','male single','18<=X<26',2,'unskilled resident',1,bad
968,'no checking','existing paid',radio/tv,'2000<=X<4000','<100','>=7','female div/dep/mar','46<=X<56',1,'high qualif/self emp/mgmt',1,good
969,'no checking','existing paid',radio/tv,'6000<=X<8000','no known savings','4<=X<7','male mar/wid','26<=X<36',1,skilled,1,good
970,'<0','critical/other existing credit','new car','2000<=X<4000','<100','1<=X<4','male single','36<=X<46',2,'unskilled resident',2,good
971,'0<=X<200','existing paid',repairs,'0<=X<2000','100<=X<500','1<=X<4','male single','18<=X<26',1,skilled,1,good
972,'no checking','existing paid','new car','6000<=X<8000','<100','1<=X<4','male single','36<=X<46',1,'unskilled resident',2,good
973,'<0','all paid','new car','0<=X<2000','<100',unemployed,'female div/dep/mar','26<=X<36',2,'unemp/unskilled non res',1,bad
974,'<0','existing paid',business,'6000<=X<8000','<100','>=7','male single','36<=X<46',1,skilled,1,bad
975,'no checking','critical/other existing credit',radio/tv,'2000<=X<4000','<100','1<=X<4','female div/dep/mar','26<=X<36',1,skilled,1,good
976,'>=200','existing paid',radio/tv,'0<=X<2000','500<=X<1000','1<=X<4','female div/dep/mar','56<=X<66',1,'unskilled resident',1,good
977,'0<=X<200','existing paid',radio/tv,'0<=X<2000','<100','1<=X<4','female div/dep/mar','56<=X<66',1,skilled,1,good
978,'0<=X<200','delayed previously',business,'2000<=X<4000','no known savings','>=7','male single','36<=X<46',2,skilled,1,good
979,'no checking','delayed previously','new car','2000<=X<4000','<100','>=7','male single','46<=X<56',2,'unskilled resident',2,bad
980,'0<=X<200','all paid','new car','0<=X<2000','100<=X<500','1<=X<4','male mar/wid','18<=X<26',1,skilled,1,bad
981,'0<=X<200','critical/other existing credit',furniture/equipment,'8000<=X<10000','<100','4<=X<7','male single','46<=X<56',1,skilled,1,bad
982,'no checking','existing paid',business,'4000<=X<6000','<100',unemployed,'male single','26<=X<36',1,'high qualif/self emp/mgmt',1,bad
983,'>=200','existing paid','new car','2000<=X<4000','100<=X<500','1<=X<4','female div/dep/mar','26<=X<36',1,'high qualif/self emp/mgmt',1,good
984,'<0','existing paid','used car','8000<=X<10000','<100','1<=X<4','male single','26<=X<36',1,skilled,2,bad
985,'no checking','critical/other existing credit',furniture/equipment,'2000<=X<4000','<100','4<=X<7','male single','26<=X<36',2,'unskilled resident',1,good
986,'<0','critical/other existing credit',furniture/equipment,'0<=X<2000','<100','1<=X<4','female div/dep/mar','18<=X<26',2,skilled,1,good
987,'>=200','no credits/all paid',business,'6000<=X<8000','<100','<1','male div/sep','26<=X<36',2,skilled,1,good
988,'no checking','existing paid',radio/tv,'0<=X<2000','100<=X<500',unemployed,'female div/dep/mar','56<=X<66',1,skilled,1,good
989,'<0','existing paid','used car','6000<=X<8000','<100',unemployed,'male single','26<=X<36',1,'high qualif/self emp/mgmt',1,good
990,'0<=X<200','critical/other existing credit',radio/tv,'0<=X<2000','<100','>=7','male single','46<=X<56',2,'unskilled resident',1,good
991,'no checking','critical/other existing credit',education,'2000<=X<4000','no known savings','<1','male single','36<=X<46',2,'unskilled resident',2,good
992,'no checking','all paid',radio/tv,'0<=X<2000','100<=X<500','>=7','male single','26<=X<36',1,'unskilled resident',2,good
993,'<0','existing paid',radio/tv,'0<=X<2000','no known savings','4<=X<7','male mar/wid','18<=X<26',2,'unskilled resident',1,good
994,'<0','existing paid',furniture/equipment,'2000<=X<4000','<100',unemployed,'male single','26<=X<36',1,'high qualif/self emp/mgmt',1,good
995,'no checking','existing paid','new car','2000<=X<4000','no known savings','>=7','male single','46<=X<56',1,skilled,1,good
996,'no checking','existing paid',furniture/equipment,'0<=X<2000','<100','4<=X<7','female div/dep/mar','26<=X<36',1,'unskilled resident',1,good
997,'<0','existing paid','used car','2000<=X<4000','<100','1<=X<4','male div/sep','36<=X<46',1,'high qualif/self emp/mgmt',1,good
998,'no checking','existing paid',radio/tv,'0<=X<2000','<100','>=7','male single','36<=X<46',1,skilled,1,good
999,'<0','existing paid',radio/tv,'0<=X<2000','<100','1<=X<4','male single','18<=X<26',1,skilled,1,bad
1000,'0<=X<200','critical/other existing credit','used car','4000<=X<6000','100<=X<500',unemployed,'male single','26<=X<36',1,skilled,1,good
